job_title,publish,company,city,description,link,website,date,search_title
Data Analyst / Scientist (m/w/d),vor 2 Tagen,eWolff GmbH,Bielefeld,"Finde Deine Rolle und verstärke unser Team Data Analytics als Data Analyst / Scientist (m/w/d) Data-Driven? * Science, BWL/VWL, MINT oder ähnliches studiert",https://www.stepstone.de/stellenangebote--Data-Analyst-Scientist-m-w-d-Bielefeld-eWolff-GmbH--8228787-inline.html,stepstone,2022-11-14,Data_Analyst
IT Inhouse Consultant Business Intelligence / Data Analyst (m/w/d),vor 1 Woche,Wilhelm Böllhoff GmbH & Co. KG,Bielefeld,Zur Stärkung unseres Unternehmensbereiches Wilhelm Böllhoff GmbH & Co. KG suchen wir für unseren Hauptsitz in Bielefeld Sie als IT Inhouse Consultant Business Intelligence / (m/w/d),https://www.stepstone.de/stellenangebote--IT-Inhouse-Consultant-Business-Intelligence-Data-Analyst-m-w-d-Bielefeld-Wilhelm-Boellhoff-GmbH-Co-KG--8891819-inline.html,stepstone,2022-11-14,Data_Analyst
Data / Business Analyst (m/w/d),vor 2 Tagen,eWolff GmbH,Bielefeld,"Finde Deine Rolle und verstärke unser Team Data Analytics als Data / Business Analyst (m/w/d) Data-Driven? * BWL/VWL, Science, Wirtschaftsinformatik oder ein verwandtes Fachgebiet studiert",https://www.stepstone.de/stellenangebote--Data-Business-Analyst-m-w-d-Bielefeld-eWolff-GmbH--8227460-inline.html,stepstone,2022-11-14,Data_Analyst
Data Scientist / Analyst - Web (m/w/d),vor 1 Woche,Neue Westfälische GmbH & Co. KG,Bielefeld,Wir suchen nach einem Data Analyst/Data Scientist (m/w/d) mit dem Fokus auf unsere Website.,https://www.stepstone.de/stellenangebote--Data-Scientist-Analyst-Web-m-w-d-Bielefeld-Neue-Westfaelische-GmbH-Co-KG--8866842-inline.html,stepstone,2022-11-14,Data_Analyst
Consultant Data Analyst (m/w/d),vor 1 Woche,Arvato Systems GmbH,Gütersloh,"Und darum suchen wir dich als Consultant Data Analyst (m/w/d) für unseren Standort in Gütersloh mit der Möglichkeit remote zu arbeiten. * Du konzipierst Laderoutinen und Datenmodelle für die zentrale Microsoft SQL-Server -Warehouse Umgebung und entwickelst diese eigenverantwortlich weiter * Idealerweise verfügst du bereits über Berufserfahrung im Umfeld Analytics * Dein Wissen in relationalen Datenbanken (Microsoft SQL-Server) und -Warehouse Konzepten zur Aufbereitung und Historisierung von Daten zeichnen dich aus * Du kannst dich auf umfangreiche und vielfältige Weiterbildungsmöglichkeiten freuen, um deine und Agile Skills weiter auszubauen",https://www.stepstone.de/stellenangebote--Consultant-Data-Analyst-m-w-d-Guetersloh-Arvato-Systems-GmbH--8788053-inline.html,stepstone,2022-11-14,Data_Analyst
Junior Berater*in Prozess- und Datenintegration,vor 3 Tagen,NTT DATA Business Solutions AG,"Berlin, Bielefeld, Dortmund, Göttingen, Hamburg, Heidelberg, Jena, Köln, München ...und weitere","NTT DATA Business Solutions AG - Als Teil der globalen NTT DATA Gruppe, einem der erfolgreichsten IT-Dienstleister der Welt, sind wir als NTT Business Solutions auf wertschöpfende SAP-Lösungen spezialisiert. Get empowered by NTT Business Solutions! Wir sind davon überzeugt, dass Diversity für ein starkes innovatives Unternehmen wie NTT Business Solutions unerlässlich ist, daher möchten wir gerne möglichst viele unterschiedliche Menschen für uns begeistern.",https://www.stepstone.de/stellenangebote--Junior-Beraterin-Prozess-und-Datenintegration-Berlin-Bielefeld-Dortmund-Goettingen-Hamburg-Heidelberg-Jena-Koeln-Muenchen-und-weitere-NTT-DATA-Business-Solutions-AG--8090946-inline.html,stepstone,2022-11-14,Data_Analyst
Data Scientist (m/w/d),vor 1 Woche,CONTACT Software GmbH,"Home-Office oder Bremen, Berlin, Paderborn, Duisburg, Köln, Frankfurt, Karlsruhe, Augsburg, München","CONTACT Software GmbH * Home-Office oder Bremen, Berlin, Paderborn, Duisburg, Köln, Frankfurt, Karlsruhe, Augsburg, München * Feste Anstellung * Home Office möglich,Vollzeit - CONTACT Software verbindet Menschen, Unternehmen und Systeme - Als führender Softwarehersteller für innovative Produktentstehungsprozesse und die digitale Transformation haben wir einen modularen Software-Baukasten auf Basis einer offenen Technologieplattform geschaffen, mit dem unsere weltweiten Kunden als internationale Marktführer ihre Produktdaten in agilen Prozessen und kollaborativen Projekten effizienter nutzen. Seit über 30 Jahren entwickeln und implementieren wir smarte Softwarelösungen, die moderne IT-Systeme mit dem Internet der Dinge (IoT) verbinden. Mehr als 350 kreative Köpfe an über zehn Standorten und ein internationales Partnernetzwerk arbeiten täglich daran, unsere Angebote und",https://www.stepstone.de/stellenangebote--Data-Scientist-m-w-d-Home-Office-oder-Bremen-Berlin-Paderborn-Duisburg-Koeln-Frankfurt-Karlsruhe-Augsburg-Muenchen-CONTACT-Software-GmbH--8869313-inline.html,stepstone,2022-11-14,Data_Analyst
Data Scientist (m/w/d),vor 2 Wochen,FERCHAU GmbH,Bielefeld,"Planung, Konzeption, Umsetzung und Wartung von Lösungen in den Bereichen Big Data und Data Science",https://www.stepstone.de/stellenangebote--Data-Scientist-m-w-d-Bielefeld-FERCHAU-GmbH--7838347-inline.html,stepstone,2022-11-14,Data_Analyst
Trainee/Management Associate Risk & Data to the Chief Risk Officer (m/w/d),vor 2 Tagen,Riverty GmbH,Verl,"Wir suchen Kolleg_innen, die Lust haben mitzugestalten und genau hinzuschauen - egal ob Berufseinsteigende, IT-Expert_innen, _innen, Sachbearbeiter_innen, Führungskräfte oder Quereinsteigende. Trainee/Management Associate Risk & to the Chief Risk Officer (m/w/d) * Du arbeitest eng mit hief Risk Officer und seinen Teams an der Umsetzung der Unternehmensstrategie, insbesondere mit dem Fokus auf Risk & Analytics Themen. * Du lernst unsere Geschäftsprozesse immer besser kennen, gemeinsam mit den Teams aus den verschiedenen Risk-Einheiten (Customer Risk, Risk Governance, & Analytics and Client Underwriting) arbeitest Du an deren Weiterentwicklung und Optimierung unserer Risk Unit, um unsere Business Units bestmöglichst zu unterstützen. * Du verfügst über ein überdurchschnittlich",https://www.stepstone.de/stellenangebote--Trainee-Management-Associate-Risk-Data-to-the-Chief-Risk-Officer-m-w-d-Verl-Riverty-GmbH--8596146-inline.html,stepstone,2022-11-14,Data_Analyst
(Junior) IT Consultant Microsoft Dynamics 365 CRM (m/w/d),vor 1 Woche,Arvato Infoscore GmbH,"Verl, Baden-Baden","Wir suchen Kolleg_innen, die Lust haben mitzugestalten und genau hinzuschauen - egal ob Berufseinsteigende, IT-Expert_innen, _innen, Sachbearbeiter_innen, Führungskräfte oder Quereinsteigende.",https://www.stepstone.de/stellenangebote--Junior-IT-Consultant-Microsoft-Dynamics-365-CRM-m-w-d-Verl-Baden-Baden-Arvato-Infoscore-GmbH--8673923-inline.html,stepstone,2022-11-14,Data_Analyst
Teamleiter (m/w/d) Data Services,vor 4 Tagen,GOLDBECK GmbH,Bielefeld,"Fachliche Führung sowie Weiterentwicklung eines Data Service Teams * Verantwortung über die Weiterentwicklung der intern übergreifenden Datenstrategie und Governance im Kontext datengetriebener Analytics-Vorhaben im Business Intelligence und Science Umfeld * Mindestens 6 Jahre relevante Berufserfahrung, idealerweise in der Beratung mit den Schwerpunkten Datenstrategie, Governance, Management, Architecture oder Datenqualitätsmanagement",https://www.stepstone.de/stellenangebote--Teamleiter-m-w-d-Data-Services-Bielefeld-GOLDBECK-GmbH--8855839-inline.html,stepstone,2022-11-14,Data_Analyst
Junior Konfigurationsmanager (m/w/d),vor 1 Tag,infoscore Business Support GmbH,"Baden-Baden, Verl","Wir suchen Kolleg_innen, die Lust haben mitzugestalten und genau hinzuschauen - egal ob Berufseinsteigende, IT-Expert_innen, _innen, Sachbearbeiter_innen, Führungskräfte oder Quereinsteigende. Dazu setzen wir auf passgenaue Gesamtpakete, agile Plattformen sowie den gezielten Einsatz von Robots, künstlicher Intelligenz und Big Analytics.",https://www.stepstone.de/stellenangebote--Junior-Konfigurationsmanager-m-w-d-Baden-Baden-Verl-infoscore-Business-Support-GmbH--8702911-inline.html,stepstone,2022-11-14,Data_Analyst
(Senior) Consultant Data Analytics – Public Sector und Energy Consulting (w/m/d),vor 4 Tagen,PwC,"Bielefeld, Düsseldorf, Frankfurt a. M., Hannover, Köln","Dein Studium hast du erfolgreich abgeschlossen und bringst erste Berufserfahrung in den Bereichen Reporting, Controlling und Analytics mit.",https://www.stepstone.de/stellenangebote--Senior-Consultant-Data-Analytics-Public-Sector-und-Energy-Consulting-w-m-d-Bielefeld-Duesseldorf-Frankfurt-a-M-Hannover-Koeln-PwC--8488672-inline.html,stepstone,2022-11-14,Data_Analyst
Research Manager and Analyst (m/w/d) mit dem Schwerpunkt PLM und Shipbuilding,vor 1 Woche,CONTACT Software GmbH,"Home-Office oder Bremen, Berlin, Paderborn, Duisburg, Köln, Frankfurt, Karlsruhe, Augsburg, München","Abschluss eines technischen Studiums im Fachbereich Maschinenbau, Wirtschaftswissenschaften, (Wirtschafts-) Informatik, Schiffbau oder in einem verwandten Studiengang mit den Schwerpunkten Produktentstehung, Digitalisierung und Product / Lifecycle Management (PDM/PLM)",https://www.stepstone.de/stellenangebote--Research-Manager-and-Analyst-m-w-d-mit-dem-Schwerpunkt-PLM-und-Shipbuilding-Home-Office-oder-Bremen-Berlin-Paderborn-Duisburg-Koeln-Frankfurt-Karlsruhe-Augsburg-Muenchen-CONTACT-Software-GmbH--8870834-inline.html,stepstone,2022-11-14,Data_Analyst
Strategischer Einkäufer m|w|d Business Unit Professional,vor 6 Tagen,Miele & Cie. KG,Bielefeld,"Miele & Cie. * Bielefeld * Feste Anstellung * Vollzeit - Über Miele - Wie wird man als Familienunternehmen Weltmarktführer im Premiumsegment für Hausgeräte und gefragter Partner für Lösungen in der Gewerbe- und Medizintechnik? Indem man den Anspruch hat, es immer besser zu machen und immer besser zu werden. Diese Haltung macht das Arbeiten bei Miele und den Erfolg unserer Produkte aus. Unsere etwa 22.000 Mitarbeitenden können sich darauf verlassen: Wer unser Qualitätsstreben lebt, der wächst persönlich und fachlich daran mit. Über den Bereich - Miele Professional konzentriert sich auf Systemlösungen für Gewerbeanwendungen. Diese innovativen Konzepte umfassen Produkte in den Bereichen gewerbliches Geschirrspülen, Wäschereitechnik, Labortechnik, Dental und Medizintechnik. Für unterschiedliche Anwendungsbereiche steht der Mehrwert für die Zielgruppen im Mittelpunkt der I",https://www.stepstone.de/stellenangebote--Strategischer-Einkaeufer-mwd-Business-Unit-Professional-Bielefeld-Miele-Cie-KG--8889602-inline.html,stepstone,2022-11-14,Data_Analyst
(Senior) Data Engineer (m/f/d),vor 1 Woche,Arvato Infoscore GmbH,"Berlin, Baden-Baden, Verl","Our ambition is higher and now we have a great opportunity for a Data Engineer (m/f/d) to join our growing team. to create and manage BI and analytics solutions that turn data into knowledge using cutting-edge technology. In this role you will work extensively with data and data analysis in a variety of tools and methods. We expect you to be truly interested in data and love to work and wrangle with it. Ultimately, you will enhance our business intelligence solutions to help us make better decisions and become a more data driven company. * Semantic Power BI data modelling and dashboarding for requested initiatives. * Take lead in design and development of ETL solutions using Azure Data Factory, Databricks and other data tools. * Collaborate with international teams to integrate varieties of systems ultimately creating the 'Riverty data universe'.",https://www.stepstone.de/stellenangebote--Senior-Data-Engineer-m-f-d-Berlin-Baden-Baden-Verl-Arvato-Infoscore-GmbH--8891646-inline.html,stepstone,2022-11-14,Data_Analyst
Business Analyst (all genders) bAV,vor 1 Woche,adesso SE,"Dortmund, Essen, Karlsruhe, Reutlingen, Düsseldorf, Bonn, Leipzig, Potsdam, Bremen, Paderborn","Als Business Analyst bist du ein wichtiger Bestandteil des Teams, unterstützt bei der Gestaltung einer Produktvision und erhebst Anforderungen.",https://www.stepstone.de/stellenangebote--Business-Analyst-all-genders-bAV-Dortmund-Essen-Karlsruhe-Reutlingen-Duesseldorf-Bonn-Leipzig-Potsdam-Bremen-Paderborn-adesso-SE--7853226-inline.html,stepstone,2022-11-14,Data_Analyst
Junior Data Engineer (m/w/d),vor 1 Woche,CTH Gesellschaft für Entscheidungs- und Informationssysteme mbH,Halle,"Zur Unterstützung unserer Bereiche Anwendungsberatung/-entwicklung und Systemanalyse/-entwicklung suchen wir Sie als motivierte(n), engagierte(n) Junior Engineer (m/w/d) * Realisierung von BI / Big Lösungen im Backend (Datenmodell, Struktur, ETL, Datenhaltung)",https://www.stepstone.de/stellenangebote--Junior-Data-Engineer-m-w-d-Halle-CTH-Gesellschaft-fuer-Entscheidungs-und-Informationssysteme-mbH--8829042-inline.html,stepstone,2022-11-14,Data_Analyst
Analyst Consultant (all genders) SAP SuccessFactors,vor 1 Woche,adesso orange AG,"Dortmund, Oldenburg, Osnabrück,Paderborn,Potsdam,Reutlingen,Rostock,Saarbrücken Stralsund, Stuttgart",Dann bist du bei uns als Analyst Consultant (all genders) SAP SuccessFactors genau richtig und kannst dich auf eine steile Lernkurve freuen.,https://www.stepstone.de/stellenangebote--Analyst-Consultant-all-genders-SAP-SuccessFactors-Dortmund-Oldenburg-Osnabrueck-Paderborn-Potsdam-Reutlingen-Rostock-Saarbruecken-Stralsund-Stuttgart-adesso-orange-AG--8164729-inline.html,stepstone,2022-11-14,Data_Analyst
Enterprise Data Architect (m/f/d),vor 2 Wochen,Arvato Infoscore GmbH,"Oslo, Berlin, Baden-Baden, Verl","In this role you will work extensively with data and data analysis in a variety of tools and methods. We expect you to be truly interested in and love to work and wrangle with it. Ultimately, you will enhance our business intelligence solutions to help us make better decisions and become a more driven company. * You design the architecture of our modern platform that enables BI, Science and Machine Learning. * You formulate techniques for quality collection to ensure adequacy, accuracy and legitimacy of * You create, improve and maintain our architectures to create and distribute complex datasets. * You make sure is separated, secured and meeting local as well",https://www.stepstone.de/stellenangebote--Enterprise-Data-Architect-m-f-d-Oslo-Berlin-Baden-Baden-Verl-Arvato-Infoscore-GmbH--8871550-inline.html,stepstone,2022-11-14,Data_Analyst
Praktikant/Werkstudent Nachhaltigkeit Data Specialist (w/m/d),vor 2 Wochen,PwC,"Berlin, Bielefeld, Bremen, Duisburg, Düsseldorf, Erfurt, Essen, Frankfurt a. M., Hamburg, Hannover","PwC * Berlin, Bielefeld, Bremen, Duisburg, Düsseldorf, Erfurt, Essen, Frankfurt a. M., Hamburg, Hannover * Praktikum,Studentenjobs, Werkstudent * Teilzeit,Vollzeit - Du hast Talent. Wir sind ein internationales Netzwerk aus 284.000 Mitarbeiter:innen, die ihr Wissen, ihre Erfahrungen und ihre Ideen miteinander teilen. Du suchst einen herausfordernden, spannenden Job. Wir bieten dir als weltweit führende Wirtschaftsprüfungs- und Beratungsgesellschaft ein Maximum an Möglichkeiten für einen Karriereweg nach deinen Vorstellungen. Du möchtest Verantwortung für deine Ergebnisse übernehmen, Lösungen gemeinsam mit dem Kunden entwickeln, die digitale Transformation in Deutschland vorantreiben und einen Arbeitgeber mit passenden Werten. Unser Denken und Handeln orientiert sich an Grundsätzen, die von Vertrauen, Respekt, Weitsicht, Wertschätzung und Innovation geprägt sind.",https://www.stepstone.de/stellenangebote--Praktikant-Werkstudent-Nachhaltigkeit-Data-Specialist-w-m-d-Berlin-Bielefeld-Bremen-Duisburg-Duesseldorf-Erfurt-Essen-Frankfurt-a-M-Hamburg-Hannover-PwC--8752064-inline.html,stepstone,2022-11-14,Data_Analyst
Analyst Formular Consultant (all genders),vor 3 Wochen,adesso orange AG,"Dortmund, Hannover, Jena, Karlsruhe, Kiel, Köln, Leipzig, München, Nürnberg, Paderborn, Potsdam","adesso orange AG * Dortmund, Hannover, Jena, Karlsruhe, Kiel, Köln, Leipzig, München, Nürnberg, Paderborn, Potsdam * Feste Anstellung * Vollzeit - Die adesso orange AG ist Teil der adesso Group, ein börsennotiertes Beratungs- und IT-Dienstleistungsunternehmen mit rund 5.000 Mitarbeitenden. Die adesso orange AG ist im April 2021 aus einem Zusammenschluss der QUANTO AG mit der adesso Group entstanden. Als SAP® Gold-Partner bieten wie schnelle Verantwortungsübernahme und herausfordernde Aufgaben, wir arbeiten auf Augenhöhe und stärken uns gegenseitig. Wir lieben, was wir tun und entwickeln gemeinsam mit unseren Kunden zukunftsorientierte Lösungen. Unsere Leidenschaft sind technische und betriebswirtschaftliche Themen mit Schwerpunkt auf SAP® Lösungen und modernen Entwicklungstechnologien. Spätestens 2027 beendet SAP® den Support für sein Altsystem.",https://www.stepstone.de/stellenangebote--Analyst-Formular-Consultant-all-genders-Dortmund-Hannover-Jena-Karlsruhe-Kiel-Koeln-Leipzig-Muenchen-Nuernberg-Paderborn-Potsdam-adesso-orange-AG--7736288-inline.html,stepstone,2022-11-14,Data_Analyst
Netzwerk- und Security-Administrator (m/w/d) - Network and Security Engineer - 100% Remote,vor 1 Tag,Ratbacher GmbH,Bielefeld,"Sein Data-Center-Team mit 35 Mitarbeiter:innen zeichnet sich durch Agilität (Scrum-Teams) aus. * Sie sind verantwortlich für den Aufbau, den Betrieb und die Wartung der Netzwerkstruktur im Center-Umfeld * Sie haben Erfahrungen im Bereich Center (SDN und ACI), sowie in der Administration von Firewall-Umgebungen (Checkpoint und Fortinet)",https://www.stepstone.de/stellenangebote--Netzwerk-und-Security-Administrator-m-w-d-Network-and-Security-Engineer-100-Remote-Bielefeld-Ratbacher-GmbH--8812103-inline.html,stepstone,2022-11-14,Data_Analyst
Web Tracking Specialist (m/w/d),vor 3 Tagen,eWolff GmbH,Bielefeld,"Du arbeitest in unserem Data Engineering-Team daran, die Grundlage für ein datengetriebenes und zukunftsfähiges Unternehmen sicherzustellen * Du steuerst und optimierst unser Trackingsystem (Snowplow) und hilfst uns die Anliegen & Bedürfnisse unserer Kunden anhand von bis zu 1 Mio. täglichen Clickstream-Events immer besser zu verstehen * Du arbeitest mit Teams von Online Marketing-Experten, Web-Entwicklern, Daten- und internationalen Agenturen zusammen und agierst als Enabler für unser Performance Marketing * Interesse, dich auch in andere Engineering-Themen einzuarbeiten",https://www.stepstone.de/stellenangebote--Web-Tracking-Specialist-m-w-d-Bielefeld-eWolff-GmbH--8648152-inline.html,stepstone,2022-11-14,Data_Analyst
Duales Studium Wirtschaftsinformatik (B.Sc.),vor 3 Wochen,IU Internationale Hochschule,"Augsburg, Berlin, Bielefeld, Braunschweig, Bremen, Dortmund, Dresden, Düsseldorf, Erfurt, Essen",Data Analytics * Business Analyst:in,https://www.stepstone.de/stellenangebote--Duales-Studium-Wirtschaftsinformatik-B-Sc-Augsburg-Berlin-Bielefeld-Braunschweig-Bremen-Dortmund-Dresden-Duesseldorf-Erfurt-Essen-IU-Internationale-Hochschule--8830256-inline.html,stepstone,2022-11-14,Data_Analyst
Manager/Teamlead (all genders) SAP FPSL,vor 1 Woche,adesso orange AG,"Dortmund, Oldenburg,Osnabrück, Paderborn, Potsdam, Reutlingen, Rostock, Saarbrücken, Stralsund,",Innerhalb der Projekte arbeitest du mit den Kunden der Fach- und IT-Seite als auch mit den Businessanalysten und Entwickler:innen im Projekt zusammen. o Financial Services Platform / Financial Services Management,https://www.stepstone.de/stellenangebote--Manager-Teamlead-all-genders-SAP-FPSL-Dortmund-Oldenburg-Osnabrueck-Paderborn-Potsdam-Reutlingen-Rostock-Saarbruecken-Stralsund-adesso-orange-AG--7850899-inline.html,stepstone,2022-11-14,Data_Analyst
Controller / Analyst (m/w/d),vor 1 Woche,hachmeister + partner GmbH & Co. KG,"Bielefeld, Düsseldorf",Für unseren Bereich Benchmarking / Datenanalyse suchen wir ab sofort einen Controller / Analysten (m/w/d) an unserem Firmenstandort Bielefeld oder Düsseldorf,https://www.stepstone.de/stellenangebote--Controller-Analyst-m-w-d-Bielefeld-Duesseldorf-hachmeister-partner-GmbH-Co-KG--8890279-inline.html,stepstone,2022-11-14,Data_Analyst
Financial Business Analyst / Controller (m/w/d),vor 2 Tagen,L&S DEUTSCHLAND GmbH,Rödinghausen,"L&S DEUTSCHLAND GmbH * Rödinghausen * Feste Anstellung * Vollzeit - Licht ist unsere Leidenschaft - L&S entwickelt, produziert und vertreibt LED-Lichtsysteme, intelligente Lichtsteuerungen und Smart Home Lösungen für Möbel. Bei uns dreht sich alles um Licht - wir biersteller aus der Küchen-, Bad- und Wohnmöbelindustrie sowie für den Ladenbau und Handel effiziente und moderne Lichtlösungen. Wir sind auf individuelle Projekte spezialisiert und können ab Losgröße 1 bis hin zu hohen Stückzahlen flexibel, schnell und just-in-time liefern. Unser 2002 gegründetes Unternehmen gehört zu einer Firmengruppe mit Werken in Italien, China und den USA. Weltweit konnten wir 2021 mit ca. 450 Mitarbeitern einen Umsatz von über 100 Mio. € erwirtschaften, davon über 55 Mio. € allein am Standort in Deutschland. Werden auch Sie Teil der Erfolgsgeschichte!",https://www.stepstone.de/stellenangebote--Financial-Business-Analyst-Controller-m-w-d-Roedinghausen-LS-DEUTSCHLAND-GmbH--8908471-inline.html,stepstone,2022-11-14,Data_Analyst
Financial Analyst (m/w/d) Key Account Management,vor 2 Tagen,Arvato Systems GmbH,Bielefeld,Und daher suchen wir dich als Financial Analyst (m/w/d) Key Account Management für unseren Standort in Bielefeld.,https://www.stepstone.de/stellenangebote--Financial-Analyst-m-w-d-Key-Account-Management-Bielefeld-Arvato-Systems-GmbH--8867265-inline.html,stepstone,2022-11-14,Data_Analyst
Smart Factory Key-User Data *,vor 1 Tag,Weidmüller Gruppe,Detmold,"Weidmüller Gruppe * Detmold * Feste Anstellung * Home Office möglich,Vollzeit - Weidmüller - Partner der Industrial Connectivity - Die Unternehmensgruppe Weidmüller verfügt über Produktionsstätten, Vertriebsgesellschaften und Vertretungen in mehr als 80 Ländern. Gemeinsam mit unseren Kunden gestalten wir den digitalen Wandel - mit Produkten, Lösungen und Dienstleistungen für die Smart Industrial Connectivity und das Industrial Internet of Things. Im Geschäftsjahr 2021 erzielte Weidmüller einen Umsatz von 960 Mio. Euro mit rund 5.300 Mitarbeitern. Ihre Aufgaben als Database Engineer * * Aufbau und Weiterentwicklung der Daten- und Applikationsplattformen * Design, Implementierung und Betriebe von Datenbankarchitekturen * Sicherstellen des Betriebs komplexer Systemlandschaften * Anforderungsaufnahme sowie Ermittlung der technischen Systemvoraussetzungen und Abhängigkeite",https://www.stepstone.de/stellenangebote--Smart-Factory-Key-User-Data-Detmold-Weidmueller-Gruppe--8392500-inline.html,stepstone,2022-11-14,Data_Analyst
Data Engineer (m/w/d),vor 3 Tagen,eWolff GmbH,Bielefeld,"Zur Unterstützung suchen wir einen Data Engineer (m/w/d) * Du arbeitest in unserem Data Engineering-Team daran, die Grundlage für ein datengetriebenes und zukunftsfähiges Unternehmen sicherzustellen * Du steuerst und optimierst unser Trackingsystem (Snowplow) und hilfst uns die Anliegen & Bedürfnisse unserer Kunden anhand von bis zu 1 Mio. täglichen Clickstream-Events immer besser zu verstehen * Du verwaltest und erweiterst die Datenpipelines und das Warehouse * mind. 1-3 Berufserfahrung als Engineer oder Backend Engineer",https://www.stepstone.de/stellenangebote--Data-Engineer-m-w-d-Bielefeld-eWolff-GmbH--8442841-inline.html,stepstone,2022-11-14,Data_Analyst
IT Business Analyst (m/w/d),vor 1 Woche,GOLDBECK GmbH,Bielefeld,"GOLDBECK GmbH * Bielefeld * Feste Anstellung * Vollzeit - GOLDBECK realisiert zukunftsweisende Immobilien in Europa. Wir verstehen Gebäude als Produkte und bieten alle Leistungen aus einer Hand: vom Design über den Bau bis zu Services im Betrieb. Aktuell beschäftigt unser Familienunternehmen mehr als 10.000 Mitarbeitende an über 90 Standorten bei einer Gesamtleistung von 4,1 Mrd. Euro. Unser Anspruch „building excellence“ steht dabei für Spitzenleistungen beim Planen, Bauen und Betreiben sowie die Weiterentwicklung unserer Talente – Zukunftsfähigkeit inklusive. Eine zukunftsorientierte Informationstechnologie stellt dabei eine wichtige Basis für unseren derzeitigen und künftigen Erfolg dar, weshalb modernste Hardware und Peripheriegeräte, eine aktuelle Entwicklungsumgebung sowie kurze Entscheidungswege für uns selbstverständlich sind. IT Inhouse Consultant (m/w/d) Auf",https://www.stepstone.de/stellenangebote--IT-Business-Analyst-m-w-d-Bielefeld-GOLDBECK-GmbH--8839228-inline.html,stepstone,2022-11-14,Data_Analyst
Cyber Security Analyst (m/w/d),vor 1 Woche,OEDIV Oetker Daten- und Informationsverarbeitung KG,"Bielefeld, bundesweit","OEDIV Oetker Daten- und Informationsverarbeitung KG * Bielefeld, bundesweit * Feste Anstellung * Home Office möglich,Vollzeit - OEDIV Oetker Daten- und Informationsverarbeitung KG ist der Premiumanbieter von Infrastrukturlösungen und Managed Services für den deutschen Mittelstand. Seit über 25 Jahren ist es das Ziel von OEDIV, Kunden mit großer technischer Expertise und hoher Flexibilität in allen IT-Themen zu unterstützen und zu beraten. Der Schwerpunkt liegt dabei vor allem auf Microsoft und SAP Technologien. Als Unternehmen der Oetker-Gruppe, die mit mehr als 36.000 Mitarbeitern und rund 7,3 Milliarden Euro Umsatz weltweit zu den großen europäischen Familienunternehmen gehört, steht OEDIV für verlässliche Werte: Langfristige Partnerschaft mit den Kunden, eine hohe Produkt- und Servicequalität sowie die Zusammenarbeit mit Menschen auf Augenhöhe. Werde Teil unseres T",https://www.stepstone.de/stellenangebote--Cyber-Security-Analyst-m-w-d-Bielefeld-bundesweit-OEDIV-Oetker-Daten-und-Informationsverarbeitung-KG--8840315-inline.html,stepstone,2022-11-14,Data_Analyst
(Junior) Business Analyst (m/w/d) im E-Commerce,vor 1 Woche,Reply,"Berlin, Bremen, Düsseldorf, Frankfurt, Gütersloh, Hamburg, München, remote",Als Business Analyst bist du von Anfang an in spannende SAP CX Projekte eingebunden und entwickelst zusammen mit deinen Teamkollegen moderne IT-Lösungen für unsere namenhaften Kunden,https://www.stepstone.de/stellenangebote--Junior-Business-Analyst-m-w-d-im-E-Commerce-Berlin-Bremen-Duesseldorf-Frankfurt-Guetersloh-Hamburg-Muenchen-remote-Reply--8731327-inline.html,stepstone,2022-11-14,Data_Analyst
Data Governance Engineer (m/f/d),vor 4 Tagen,Arvato Infoscore GmbH,"Berlin, Baden-Baden, Verl","At least 5 years of experience in large-scale Data & Analytics solutions with relevant experience in defining and implementing governance and quality best practices, documenting flow & process mapping, or a responsible for the management, quality KPIs, etc. * Experience working with regulatory compliance frameworks such as GDPR and CCPA. Our ambition is higher and now we have a great opportunity for a Governance Engineer (m/f/d) to join our growing team. to enable driven business insights while adhering to all compliance guidelines globally to seamlessly deliver best-in-class consumer applications across our streaming properties. This role requires acute attention to detail, a strong sens",https://www.stepstone.de/stellenangebote--Data-Governance-Engineer-m-f-d-Berlin-Baden-Baden-Verl-Arvato-Infoscore-GmbH--8907114-inline.html,stepstone,2022-11-14,Data_Analyst
Cloud Data Engineer (m/w/d),vor 5 Tagen,GOLDBECK GmbH,Bielefeld,Aufbau und Erweiterung unseres cloud-basierten Datawarehouse und Data Lake * Mehrjährige Berufserfahrung als Entwickler:in oder Administrator:in eines Warehouse oder einer anderen Datenintegrationslösung * Sehr gute SQL-Kenntnisse sowie sicherer Umgang mit Azure Synapse / SQL und Factory,https://www.stepstone.de/stellenangebote--Cloud-Data-Engineer-m-w-d-Bielefeld-GOLDBECK-GmbH--8795650-inline.html,stepstone,2022-11-14,Data_Analyst
